osm_id,name,other_tags,latitude,longitude
4258411017,Vikhroli,"""public_transport""=>""stop_position"",""railway""=>""stop"",""train""=>""yes""",19.1117516,72.9284479
4340764272,Dosti Aurum Grande Gate,,19.1291396,72.9311786
4489847591,Stay In Service Apartments,"""addr:city""=>""Bandra East, Mumbai"",""addr:housenumber""=>""1st Floor"",""addr:postcode""=>""400051"",""addr:street""=>""Shivtirth Co Operative Housing Society Ltd, Madhukar Kalekar Road"",""phone""=>""22-38596061""",19.1294576,72.8916971
4624037656,Bhandup St (W),"""bus""=>""yes"",""public_transport""=>""platform""",19.1453133,72.9351741
4624037657,Janata Market Bhandup,"""bus""=>""yes"",""public_transport""=>""platform""",19.1424705,72.9327314
4624037658,Mangatram Petrol Pump,"""bus""=>""yes"",""public_transport""=>""platform""",19.1390033,72.9306815
4624037659,Birla Company,"""bus""=>""yes"",""public_transport""=>""platform""",19.1351758,72.9288394
4624037660,Dockyard kanjurmarg St,"""bus""=>""yes"",""public_transport""=>""platform""",19.1321315,72.9272826
4624037661,Huma Talkies,"""bus""=>""yes"",""public_transport""=>""platform"",""shelter""=>""yes""",19.129266,72.9256346
4624037663,Gandhi Nagar Vikhroli,"""bus""=>""yes"",""public_transport""=>""platform""",19.1244444,72.925197
4624037664,Hindustan Company,"""bus""=>""yes"",""public_transport""=>""platform"",""shelter""=>""yes""",19.1218576,72.925386
4624037670,Paper Mill,"""bus""=>""yes"",""public_transport""=>""platform""",19.1177512,72.9259916
4625570574,Bhandup Station (W),"""bus""=>""yes"",""public_transport""=>""stop_position""",19.1453065,72.935179
4625570581,Dockyard kanjurmarg St,"""bus""=>""yes"",""public_transport""=>""stop_position""",19.1321171,72.9273332
4625570582,Gandhi Nagar Vikhroli,"""bus""=>""yes"",""public_transport""=>""stop_position""",19.1244467,72.9252165
4625570585,Hindustan Company,"""bus""=>""yes"",""public_transport""=>""stop_position""",19.1218513,72.925423
4625570586,Huma Talkies,"""bus""=>""yes"",""public_transport""=>""stop_position""",19.1288065,72.9255023
4625570587,Janata Market Bhandup,"""bus""=>""yes"",""public_transport""=>""stop_position""",19.1424215,72.9327768
4625570689,Mangatram Petrol Pump,"""bus""=>""yes"",""public_transport""=>""stop_position""",19.1389677,72.9307625
4625570693,Paper Mill,"""bus""=>""yes"",""public_transport""=>""stop_position""",19.1177519,72.9259945
4642960966,new gymkhana building side gate,"""name:en""=>""new gymkhana building side gate""",19.1335836,72.9121037
4644026856,Bhandup St (W),"""bus""=>""yes"",""public_transport""=>""platform""",19.145301,72.9351863
4644026857,Janata Market Bhandup,"""bus""=>""yes"",""public_transport""=>""platform""",19.1426606,72.9331656
4644026858,Mangatram Petrol Pump,"""bus""=>""yes"",""public_transport""=>""platform"",""shelter""=>""yes""",19.1389303,72.9309163
4644026859,Birla Company,"""bus""=>""yes"",""public_transport""=>""platform""",19.1337642,72.9285765
4644026860,Dockyard kanjurmarg St,"""bus""=>""yes"",""public_transport""=>""platform""",19.1320996,72.9273654
4644026863,Huma Talkies,"""bus""=>""yes"",""public_transport""=>""platform"",""shelter""=>""yes""",19.1292671,72.9258134
4644026865,Gandhi Nagar Vikhroli,"""bus""=>""yes"",""public_transport""=>""platform""",19.1244546,72.9253123
4644026866,Gandhi Nagar Vikhroli,"""bus""=>""yes"",""public_transport""=>""platform""",19.1244472,72.9253469
4644026868,Hindustan Company,"""bus""=>""yes"",""public_transport""=>""stop_position""",19.1222459,72.925463
4644026869,Hindustan Company,"""bus""=>""yes"",""public_transport""=>""platform""",19.1222469,72.9254849
4644026872,Paper Mill,"""bus""=>""yes"",""public_transport""=>""stop_position""",19.1177514,72.9261443
4644026873,Paper Mill,"""bus""=>""yes"",""public_transport""=>""platform""",19.1177524,72.9261248
4676916067,Huma Talkies,"""bus""=>""yes"",""public_transport""=>""stop_position""",19.1292547,72.9256798
4759418251,Powai,"""wikidata""=>""Q13118508"",""wikimedia_commons""=>""Category:Powai"",""wikipedia""=>""en:Powai""",19.1187195,72.9073476
4761353926,Gandhi Nagar,"""bus""=>""yes"",""name:en""=>""Gandhi Nagar"",""public_transport""=>""platform"",""shelter""=>""no""",19.1249376,72.9258496
4761353928,Bhandup Station (W),"""bus""=>""yes"",""name:en""=>""Bhandup Station West"",""public_transport""=>""platform"",""shelter""=>""yes""",19.1461008,72.935759
4761368322,Fabindia,"""addr:city""=>""Mumbai"",""addr:postcode""=>""400076"",""addr:street""=>""Orchard Avenue"",""clothes""=>""women;men"",""name:en""=>""Fabindia"",""organic""=>""yes"",""payment:cash""=>""yes"",""payment:debit_cards""=>""yes"",""shop""=>""clothes"",""website""=>""https://www.fabindia.com/""",19.119637,72.9080062
4761370027,Birla Company,"""bus""=>""yes"",""name:en""=>""Birla Company"",""public_transport""=>""platform"",""shelter""=>""yes""",19.1364578,72.9296803
4878938456,Hostel 16 C Wing,"""tourism""=>""hostel""",19.137742,72.9131065
4883760577,Chinmaya Store,"""shop""=>""books""",19.1322932,72.898462
5071072236,W1,"""amenity""=>""drinking_water"",""description""=>""Drinking water at library""",19.1341689,72.9151594
5071072237,W2,"""amenity""=>""drinking_water"",""description""=>""Drinking water at reading room above library""",19.1341938,72.9149339
5071228026,Hostel 16 stand,"""amenity""=>""waste_basket"",""description""=>""Non frequent auto stand""",19.1375462,72.912789
5071231195,Fixed,"""description""=>""19.130398, 72.915432""",19.130398,72.915432
5071254768,Third gate stand,"""description""=>""Non frequent auto stand""",19.124891,72.9114801
5071266098,Hostel 12 stand,"""amenity""=>""waste_basket"",""description""=>""3-6 Autos""",19.1355342,72.9057401
5072048064,LC Inside Place,"""amenity""=>""bench"",""capacity""=>""40"",""covered""=>""yes""",19.130608,72.916533
5072048065,Kreset,"""amenity""=>""bench"",""capacity""=>""2"",""covered""=>""no""",19.13062,72.915661
5072048066,Gymkhana Stairs,"""amenity""=>""bench"",""capacity""=>""20"",""covered""=>""no""",19.135271,72.911678
5072048067,Drain Wall,"""amenity""=>""bench"",""capacity""=>""2"",""covered""=>""no""",19.12549,72.913106
5072048068,Guest House Lakefront,"""amenity""=>""bench"",""capacity""=>""20"",""covered""=>""no""",19.129091,72.913808
5072048069,Rain Shelter,"""amenity""=>""bench"",""capacity""=>""5"",""covered""=>""yes""",19.135454,72.905788
5072048071,SOM Well,"""amenity""=>""bench"",""capacity""=>""50"",""covered""=>""yes""",19.1319397,72.9157255
5072048072,Drain Wall,"""amenity""=>""bench"",""capacity""=>""5"",""covered""=>""no""",19.133091,72.913629
5072048073,Drain Wall,"""amenity""=>""bench"",""covered""=>""no"",""seats""=>""2""",19.136158,72.910609
5072048074,Drain Wall,"""amenity""=>""bench"",""capacity""=>""2"",""covered""=>""no""",19.135898,72.914591
5072048075,Football Bench,"""amenity""=>""bench"",""capacity""=>""30"",""covered""=>""no""",19.134147,72.91142
5072048077,Gymkhana Stairs,"""amenity""=>""bench"",""capacity""=>""20"",""covered""=>""no""",19.135271,72.912427
5072048078,SAC,"""amenity""=>""bench"",""capacity""=>""20"",""covered""=>""no""",19.134764,72.913459
5072048081,H10,"""amenity""=>""bench"",""capacity""=>""20"",""covered""=>""no""",19.129522,72.915699
5072048082,Drain Wall,"""amenity""=>""bench"",""capacity""=>""2"",""covered""=>""no""",19.135881,72.914698
5072048083,Drain Wall,"""amenity""=>""bench"",""capacity""=>""2"",""covered""=>""no""",19.136053,72.910609
5072048084,Amul Canteen,"""amenity""=>""bench"",""capacity""=>""20"",""covered""=>""yes""",19.135043,72.905653
5072048085,Two Stools,"""amenity""=>""bench"",""capacity""=>""2"",""covered""=>""no""",19.132161,72.915045
5072048087,Temple,"""amenity""=>""bench"",""capacity""=>""10"",""covered""=>""no""",19.126129,72.909027
5072048088,Open Bench H12,"""amenity""=>""bench"",""covered""=>""no"",""seats""=>""2""",19.135225,72.904015
5072048090,Kresit,"""amenity""=>""bench"",""capacity""=>""2"",""covered""=>""no""",19.130486,72.915688
5072048091,LC Entrance,"""amenity""=>""bench"",""capacity""=>""10"",""covered""=>""no""",19.13057,72.917148
5072048092,Tiled Benches,"""amenity""=>""bench"",""backrest""=>""yes"",""capacity""=>""2"",""covered""=>""no""",19.130721,72.915458
5072048093,Drain Wall,"""amenity""=>""bench"",""capacity""=>""5"",""covered""=>""no""",19.128586,72.915492
5072048094,Drain Wall,"""amenity""=>""bench"",""capacity""=>""5"",""covered""=>""no""",19.134475,72.910271
5072048095,Boathouse,"""amenity""=>""bench"",""capacity""=>""10"",""covered""=>""yes""",19.1299369,72.9103173
5072048096,Main Building,"""amenity""=>""bench"",""capacity""=>""2"",""covered""=>""no""",19.132491,72.915586
5072048097,Drain Wall,"""amenity""=>""bench"",""capacity""=>""2"",""covered""=>""no""",19.136089,72.912227
5072048098,Open Bench H12,"""amenity""=>""bench"",""covered""=>""no"",""seats""=>""2""",19.134605,72.904024
5072048099,KreSIT Benches,"""amenity""=>""bench"",""capacity""=>""10"",""covered""=>""no""",19.130329,72.91579
5072048100,Drain Wall,"""amenity""=>""bench"",""capacity""=>""4"",""covered""=>""no""",19.135993,72.912233
5072048102,SAC,"""amenity""=>""bench"",""capacity""=>""20"",""covered""=>""no""",19.134803,72.913737
5072048103,Lake Sitting Spot,"""amenity""=>""bench"",""capacity""=>""2"",""covered""=>""no""",19.12693,72.913942
5072048104,Main Building,"""amenity""=>""bench"",""capacity""=>""2"",""covered""=>""no""",19.132512,72.915827
5072048105,Open Bench H12,"""amenity""=>""bench"",""covered""=>""no"",""seats""=>""2""",19.135205,72.90385
5072048106,Bamboo Studio,"""amenity""=>""bench"",""capacity""=>""20"",""covered""=>""yes""",19.133499,72.9173
5072048107,SAC,"""amenity""=>""bench"",""capacity""=>""50"",""covered""=>""no""",19.135188,72.913431
5072048108,Drain Wall,"""amenity""=>""bench"",""capacity""=>""2"",""covered""=>""no""",19.134517,72.910181
5072048109,Main Building,"""amenity""=>""bench"",""capacity""=>""2"",""covered""=>""no""",19.1325,72.9157
5072048110,LC Entrance,"""amenity""=>""bench"",""capacity""=>""10"",""covered""=>""no""",19.130961,72.917124
5072048111,Canara Bank,"""amenity""=>""bench"",""brand""=>""Canara Bank"",""brand:pa""=>""ਕੇਨਰਾ ਬੈਂਕ"",""brand:ur""=>""کینرا بینک"",""brand:wikidata""=>""Q2003777"",""brand:wikipedia""=>""en:Canara Bank"",""brand:wikipedia:pa""=>""ਕੇਨਰਾ ਬੈਂਕ"",""capacity""=>""6"",""covered""=>""yes"",""name:pa""=>""ਕੇਨਰਾ ਬੈਂਕ"",""name:ur""=>""کینرا بینک""",19.130009,72.915318
5072048112,Cricket Bench,"""amenity""=>""bench"",""capacity""=>""20"",""covered""=>""yes""",19.134005,72.911999
5072048113,Guest House Stairs,"""amenity""=>""bench"",""capacity""=>""20"",""covered""=>""no""",19.1291,72.914018
5072048114,Open Bench H13,"""amenity""=>""bench"",""capacity""=>""2"",""covered""=>""no""",19.134212,72.904765
5072048115,Basketball bench,"""amenity""=>""bench"",""capacity""=>""30"",""covered""=>""no""",19.133721,72.912821
5072048116,SAC,"""amenity""=>""bench"",""capacity""=>""50"",""covered""=>""no""",19.135156,72.91359
5072176389,KreSit Parking,"""amenity""=>""bicycle_parking""",19.1305686,72.915936
5072176390,KreSit Parking,"""amenity""=>""bicycle_parking""",19.1306232,72.9158461
5072774122,W3,"""amenity""=>""drinking_water"",""description""=>""Drinking water at Mathematics department""",19.1338809,72.9158031
5072774123,W4,"""amenity""=>""drinking_water"",""description""=>""Drinking water at  Mathematics department""",19.1338786,72.915766
5072774124,W5,"""amenity""=>""drinking_water"",""description""=>""Drinking water at old CSE building""",19.134205,72.916272
5072774125,W6,"""amenity""=>""drinking_water"",""description""=>""Drinking water at fluid mechanics lab""",19.1341672,72.9166123
5072774126,W7,"""amenity""=>""drinking_water""",19.1339382,72.9169604
5072774127,W8,"""amenity""=>""drinking_water""",19.1340607,72.9176878
5072774129,W10,"""amenity""=>""drinking_water""",19.1333159,72.9172386
5072774130,W11,"""amenity""=>""water_point""",19.1334581,72.916465
5072774131,W12,"""amenity""=>""drinking_water""",19.1331923,72.9153236
5072774132,W13,"""amenity""=>""drinking_water""",19.1327455,72.9164826
5072774133,W14,"""amenity""=>""drinking_water""",19.1324003,72.9175079
5072774134,W15,"""amenity""=>""drinking_water""",19.1319778,72.9164895
5072774135,W16,"""amenity""=>""drinking_water"",""description""=>""Drinking water at Electrical annex""",19.1319739,72.9173006
5072774136,W17,"""amenity""=>""drinking_water"",""description""=>""Drinking water at  at CSRE""",19.1321141,72.9176055
5072774137,W18,"""amenity""=>""drinking_water"",""description""=>""Drinking water at SINE""",19.1321103,72.9176502
5072774138,W19,"""amenity""=>""drinking_water""",19.1312433,72.9165714
5072774139,W20,"""amenity""=>""drinking_water"",""description""=>""Drinking water at  earth sciences""",19.1316397,72.9176403
5072774140,W21,"""amenity""=>""drinking_water""",19.1312942,72.9176942
5072774141,W22,"""amenity""=>""drinking_water""",19.1309494,72.9173515
5072774142,W23,"""amenity""=>""drinking_water""",19.1308425,72.9165428
5072774143,W27,"""amenity""=>""drinking_water""",19.1305959,72.9158759
5072774144,W24,"""amenity""=>""drinking_water""",19.1303492,72.9165058
5072774145,W25,"""amenity""=>""drinking_water""",19.1304034,72.9176769
5072774146,W26,"""amenity""=>""drinking_water""",19.1304878,72.9182642
5074680216,Point 96,"""description""=>""Type 1"",""emergency""=>""fire_hydrant""",19.1323426,72.9171583
5074680217,Point 95,"""description""=>""Type 1"",""emergency""=>""fire_hydrant""",19.1326467,72.9171315
5074680218,Point 94,"""description""=>""Type 1"",""emergency""=>""fire_hydrant""",19.1328507,72.9173548
5074680219,Point 93,"""description""=>""Type 2"",""emergency""=>""fire_hydrant""",19.1320771,72.9141743
5074680220,Point 92,"""description""=>""Type 1"",""emergency""=>""fire_hydrant""",19.1317743,72.9140912
5074684421,Point 91,"""description""=>""Type 1"",""emergency""=>""fire_hydrant""",19.1317528,72.9144285
5074684422,Point 90,"""description""=>""Type 1"",""emergency""=>""fire_hydrant""",19.1318326,72.9146156
5074684423,Point 89,"""description""=>""Type 1"",""emergency""=>""fire_hydrant""",19.1319884,72.9147041
5074684424,Point 88,"""description""=>""Type 2"",""emergency""=>""fire_hydrant""",19.1322108,72.9145472
5074684425,Point 87,"""description""=>""Type 1"",""emergency""=>""fire_hydrant""",19.1322241,72.9145418
5074684426,Point 86,"""description""=>""Type 3"",""emergency""=>""fire_hydrant""",19.1336489,72.9169263
5074684427,Point 85,"""description""=>""Type 1"",""emergency""=>""fire_hydrant""",19.1328443,72.9171757
5074684428,Point 84,"""description""=>""Type 1"",""emergency""=>""fire_hydrant""",19.1322501,72.9172254
5074684429,Point 83,"""description""=>""Type 1"",""emergency""=>""fire_hydrant""",19.1323248,72.9176264
5074684430,Point 82,"""description""=>""Type 4"",""emergency""=>""fire_hydrant""",19.132869,72.9175613
5074684431,Point 81,"""description""=>""Type 4"",""emergency""=>""fire_hydrant""",19.1329425,72.9175553
5074684432,Point 80,"""description""=>""Type 1"",""emergency""=>""fire_hydrant""",19.1380694,72.9165555
